Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Cam sành,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,15000.0
Chanh không hạt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,13000.0
Dưa hấu (loại 1),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,10000.0
Dưa hấu (loại 2),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,8000.0
Măng cụt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,45000.0
Mít ruột đỏ,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,57000.0
Mít Thái,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,20000.0
Nhãn tiêu da bò,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,25000.0
Quýt đường,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,45000.0
Xoài cát Hòa Lộc,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-03,30000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Bơ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,35000.0
Bưởi da xanh,Sơn La,Bán lẻ,VNĐ/quả,VNĐ,CTV địa phương,2023-10-02,40000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,20000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,20000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,40000.0
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Chanh leo vàng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,50000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Hồng ngâm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,50000.0
Khoai sọ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,40000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,20000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,18000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Na sầu riêng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,150000.0
Na Thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,70000.0
Nhãn,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,18000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,12000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,15000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,25000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-10-02,30000.0
Cam sành,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,17000.0
Cam xoàn,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,35000.0
Chanh nấm,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,4500.0
Cốc Thái,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,5500.0
Dưa hấu,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,8000.0
Nhãn,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,28000.0
Ổi Đài Loan,Đồng Tháp,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,24000.0
Quýt đường,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,40000.0
Xoài Cát Chu,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,16000.0
Xoài cát Hòa Lộc,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,76000.0
Xoài Đài Loan,Đồng Tháp,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,25000.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,25000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,17000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,45000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,25000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,20000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,18000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,35000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,40000.0
Măng cụt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,50000.0
Mướp hương,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,15000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,25000.0
Quýt Sài gòn,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,55000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,30000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-29,8000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-29,10000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-29,10000.0
Thanh long ruột trắng,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,35000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,45000.0
Dưa hấu,Long An,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,8500.0
Thanh long ruột đỏ,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,12000.0
Thanh long ruột trắng,Long An,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,10000.0
Bưởi năm roi (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,28500.0
Bưởi năm roi (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,16500.0
Cam sành (loại 1),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,14500.0
Cam sành (loại 2),Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,11500.0
Chôm chôm đường,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,24500.0
Chôm chôm Java,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,16500.0
Chôm chôm thái,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,37000.0
Dưa hấu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,7500.0
Dừa khô,Vĩnh Long,Bán buôn,VNĐ/Quả,VNĐ,CTV địa phương,2023-09-29,6450.0
Dừa xiêm,Vĩnh Long,Bán buôn,VNĐ/Quả,VNĐ,CTV địa phương,2023-09-29,7250.0
Nhãn tiêu da bò,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,10500.0
Sầu riêng cơm vàng hạt lép,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,58000.0
Sầu riêng KQX,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,35000.0
Thanh long ruột đỏ,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,30000.0
Thanh long ruột trắng,Vĩnh Long,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,20000.0
Xoài Cát Chu,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,24500.0
Xoài cát Hòa Lộc,Vĩnh Long,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-29,58000.0
Xoài Cát Chu,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,27000.0
Xoài cát Hòa Lộc,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,45000.0
Xoài Đài Loan,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,27000.0
Bắp cải,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,17000.0
Củ cải trắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,4000.0
Dưa chuột/dưa chuội,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,8000.0
Dưa hấu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,7000.0
Mướp,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,7000.0
Mướp đắng,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,14000.0
Nhãn,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,32000.0
Quả bầu,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,5000.0
Quả bí đỏ,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,13000.0
Quả bí xanh,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,12000.0
Sầu riêng cơm vàng hạt lép,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,75000.0
Trái dứa/thơm (nhỏ),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,8000.0
Trái dứa/thơm (to),Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,10000.0
Bưởi da xanh (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Bưởi năm roi (loại 1),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,18000.0
Bưởi năm roi (loại 2),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,22000.0
Nhãn tiêu da bò,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,12000.0
Nhãn xuồng vàng,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,18000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Bơ nếp,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,30000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,30000.0
Chanh leo tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Chanh leo vàng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,50000.0
Củ cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Đậu cove,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Dưa chuột/dưa chuội,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Hồng ngâm,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,50000.0
Khoai sọ tím,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,30000.0
Khoai tây,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,20000.0
Mít dai,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Mít thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Mồng tơi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,18000.0
Mướp đắng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Mướp hương,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,18000.0
Na sầu riêng,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,150000.0
Na Thái,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,70000.0
Nhãn ghép,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,20000.0
Ổi,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Quả bầu,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Quả bí đỏ,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Quả bí xanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,15000.0
Rau cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,18000.0
Rau ngót,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,12000.0
Su su quả,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Táo mèo,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,25000.0
Thanh long,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-28,30000.0
Bồn bồn,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,35000.0
Cà chua,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,18000.0
Cà rốt,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,20000.0
Chuối,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,10000.0
Dừa,Cà Mau,Bán buôn,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-27,100000.0
Dưa chuột/dưa chuội,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,15000.0
Khổ qua,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,25000.0
Quả bí đỏ,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,10000.0
Súp lơ,Cà Mau,Bán buôn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,50000.0
Bưởi da xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,34000.0
Bưởi long Núm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,13000.0
Bưởi năm roi,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,20000.0
Cà chua,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,18000.0
Cải bẹ xanh,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,12000.0
Cải xà lách,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,23000.0
Cam dây,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,14500.0
Cam sành,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,19000.0
Chôm chôm Java,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,18000.0
Chôm chôm nhãn,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,28000.0
Chuối già,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,5000.0
Chuối sim,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,11000.0
Đu đủ,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,11000.0
Dưa chuột/dưa chuội,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,10500.0
Dưa hấu,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,10000.0
Dừa khô,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-27,7000.0
Hồng xiêm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,27000.0
Nhãn tiêu quế,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,13000.0
Ổi không hạt,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,7500.0
Sầu Riêng Ri 6,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,75000.0
Thanh long ruột đỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,27000.0
Thanh long ruột trắng,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,21000.0
Trái Cóc mỡ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,6200.0
Trái dứa/thơm,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,10500.0
Trái dứa/thơm,Tiền Giang,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-27,32000.0
Xoài Cát Chu,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,20000.0
Xoài keo,Tiền Giang,Thu mua tại vườn,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-27,22500.0
Bưởi da xanh (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Cam sành (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,20000.0
Cam sành (loại 2),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,18000.0
Dưa hấu (loại 1),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,12000.0
Dưa hấu (loại 2),Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,8000.0
Dừa khô,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-26,78000.0
Dừa xiêm lai,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-26,60000.0
Dừa xiêm xanh,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-26,70000.0
Hạt ca cao,Bến Tre,Thương lái thu mua,VNĐ/Chục quả,VNĐ,CTV địa phương,2023-09-26,75000.0
Sầu riêng cơm vàng hạt lép,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,75000.0
Sầu Riêng Ri 6,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,68000.0
Trái Ca cao,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,6100.0
Bưởi da xanh,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,55000.0
Cà chua,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,25000.0
Cà rốt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,17000.0
Cam sành,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,45000.0
Chôm chôm,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,60000.0
Dưa chuột/dưa chuội,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,20000.0
Dưa hấu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,22000.0
Hồng ngâm,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,40000.0
Khoai tây,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,17000.0
Lê,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,35000.0
Lựu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,40000.0
Măng cụt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,50000.0
Mướp hương,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,15000.0
Nhãn miền Bắc,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,40000.0
Ổi,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Rau cải mơ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Rau cải ngọt,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Rau mùng tơi,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-26,7000.0
Rau muống,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-26,8000.0
Rau ngót,Hà Nội,Bán lẻ,VNĐ/mớ,VNĐ,CTV địa phương,2023-09-26,8000.0
Thanh long ruột đỏ,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,40000.0
Xoài Cát Chu,Hà Nội,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,45000.0
Bưởi da xanh (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Bưởi năm roi (loại 1),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,20000.0
Cam sành,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,15000.0
Chanh không hạt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,10000.0
Dưa hấu (loại 1),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,7000.0
Dưa hấu (loại 2),Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,5000.0
Măng cụt,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,40000.0
Mít ruột đỏ,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,55000.0
Nhãn tiêu da bò,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,20000.0
Quýt đường,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,45000.0
Xoài cát Hòa Lộc,Hậu Giang,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-26,30000.0
Bắp cải,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-25,15000.0
Bơ nếp,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-25,30000.0
Cà chua,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-25,25000.0
Cà rốt,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-25,25000.0
Chanh,Sơn La,Bán lẻ,VNĐ/Kg,VNĐ,CTV địa phương,2023-09-25,30000.0
