Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
Đài thơm 8 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5950.0
Lúa OM 5451 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5300.0
Lúa IR 50404,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,6450.0
Lúa IR 50404 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5300.0
Lúa OM 2514 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5450.0
Lúa OM 2517 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5350.0
Lúa OM 5451,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,6100.0
Lúa OM 6976,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,6450.0
Lúa OM 6976 (lúa tươi),Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-07,5600.0
Đài thơm 8 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,6075.0
Lúa IR 50404 - lúa tươi,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5600.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5500.0
Lúa Nhật (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,7550.0
Nếp vỏ (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5150.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5700.0
Lúa Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,6700.0
Lúa OM 4218,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,6100.0
Lúa Hạt dài (lúa khô),Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,7200.0
Lúa hạt dài (lúa tươi),Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5900.0
Lúa IR 50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,6700.0
Lúa IR 50404 (lúa tươi),Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,5500.0
Lúa OM 4900,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,7300.0
Lúa OM 5451,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-06,7050.0
Lúa IR 50404 - lúa tươi,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5500.0
Lúa OM18 (lúa tươi),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5500.0
Lúa OM576 (lúa tươi),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5500.0
Lúa ST 24 (lúa tươi),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,7500.0
Lúa ST25 (lúa tươi),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,7800.0
Đài Thơm 8 (lúa khô),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,7000.0
Đài thơm 8 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5800.0
Lúa RVT (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6000.0
Lúa OM 4900,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,7100.0
Lúa OM 4900 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5700.0
Lúa OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6300.0
Lúa OM 5451 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5300.0
Lúa OM 6976,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6500.0
Lúa OM 6976 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,5300.0
Lúa ST20 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,7500.0
Lúa ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,8000.0
Lúa ST24 (lúa tươi),Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6500.0
Lúa ST5,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6850.0
Lúa Thơm RVT,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-05,6750.0
Lúa IR 50404 - lúa tươi,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5500.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5500.0
Lúa IR 50404,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6400.0
Lúa OM 4218,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6200.0
Lúa OM 5451,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6400.0
Lúa OM 6976,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6500.0
Lúa ST,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,8000.0
Lúa Tài nguyên cũ,Bến Tre,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6500.0
Đài Thơm 8 (lúa khô),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,7200.0
Đài thơm 8 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5900.0
Lúa OM 5451 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5600.0
Lúa IR 50404,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6000.0
Lúa IR 50404 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5000.0
Lúa OM 18,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,7000.0
Lúa OM 18 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5900.0
Lúa OM 5451,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6500.0
Lúa OM 6976 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,5400.0
Lúa ST24 (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,7200.0
Lúa Thơm RVT,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,7500.0
Lúa Thơm RVT (lúa tươi),Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-04,6500.0
Lúa IR 50404,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2022-01-02,5700.0
