Tên_mặt_hàng,Thị_trường,Loại_giá,Đơn_vị_tính,Loại_tiền,Nguồn,Ngày,Giá
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,16000.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,6000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,7775.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,16000.0
IR 50404,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,6175.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,7775.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-21,7075.0
Gạo 15% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,9790.0
Gạo 25% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,9430.0
Gạo 5% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,10150.0
Gạo thơm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,19500.0
Gạo thường (IR 50404),Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,15500.0
IR 50404,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,5950.0
OM 6976,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-18,6650.0
Đài thơm 8,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,6950.0
Gạo thường,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,16000.0
IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,5800.0
Jasmine,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,17000.0
Nàng Nhen,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,28000.0
Nếp AG (IR 4625),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,7800.0
Nhật,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,22000.0
OM 18,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,6900.0
OM 5451,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,6175.0
Sóc Thái,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,20000.0
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,16000.0
IR 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,7200.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,6200.0
ST25,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-17,9000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7775.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,16000.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7775.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7075.0
ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,9325.0
108,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,15600.0
Gạo XK 10% tấm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,13500.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,15400.0
IR 50404,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,6550.0
Jacmine (Vàng),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7600.0
Lức đỏ (Huyết Rồng Thái),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,21700.0
Nếp Sáp (Huyện Chợ Gạo- TG),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,20000.0
NL L1,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,17800.0
OM 18,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7200.0
OM 380,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7000.0
Ôtin,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,15500.0
SaRi hạt nhỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,16000.0
T 164,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,15800.0
15% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,13000.0
25% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,11000.0
5% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,14000.0
Hạt dài,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7833.33
IR 50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7150.0
IR50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,8000.0
OM 4900,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7500.0
OM 5451,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-16,7200.0
Đài Thơm 8,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,10333.33
IR 50404,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,6750.0
OM 5451,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,7700.0
ST24,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-15,10950.0
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,16000.0
IR 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,7200.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,6200.0
ST25,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,9000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,7775.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,16000.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,7775.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,7075.0
ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-14,9325.0
Gạo 15% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,9790.0
Gạo 25% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,9430.0
Gạo 5% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,10150.0
Gạo thơm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,19500.0
Gạo thường (IR 50404),Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,15500.0
IR 50404,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,5950.0
OM 6976,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-11,6650.0
Đài thơm 8,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6900.0
Gạo thường,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,16000.0
IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,5500.0
Jasmine,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,17000.0
Nàng Nhen,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,28000.0
Nếp AG (IR 4625),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,7700.0
Nhật,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,22000.0
OM 18,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6800.0
Sóc Thái,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,20000.0
Gạo nhóm lúa chất lượng cao (OM18),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,17000.0
Gạo nhóm lúa chất lượng trung bình (OM 576),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,15000.0
Gạo nhóm lúa thơm đặc sản (ST24),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,24000.0
Gạo nhóm lúa thơm đặc sản (ST25),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,27000.0
Lúa chất lượng cao (OM18),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6700.0
Lúa chất lượng trung bình (OM576),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6500.0
Lúa thơm đặc sản (ST24),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,9000.0
Lúa thơm đặc sản (ST25),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,9500.0
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,16000.0
IR 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,7200.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,6200.0
ST25,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-10,9000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7175.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,16000.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7125.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6825.0
ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,9675.0
108,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,15500.0
Gạo XK 10% tấm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,13500.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,15200.0
IR 50404,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6400.0
Jacmine (Vàng),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7500.0
Lức đỏ (Huyết Rồng Thái),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,21500.0
Nếp Sáp (Huyện Chợ Gạo- TG),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,19700.0
NL L1,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,17600.0
NL L2 (lức),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,9500.0
OM 18,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7200.0
OM 380,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6900.0
Ôtin,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,15500.0
SaRi hạt nhỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,15800.0
T 164,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,15700.0
15% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,12000.0
25% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,10000.0
5% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,13000.0
Hạt dài,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7116.67
IR 50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6200.0
IR50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,7500.0
OM 4900,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6700.0
OM 5451,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-09,6400.0
Đài Thơm 8,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-08,10366.67
IR 50404,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-08,6800.0
OM 5451,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-08,7600.0
ST24,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-08,10650.0
Gạo dài thường,Bạc Liêu,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,15000.0
Gạo tài nguyên,Bạc Liêu,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,19000.0
Gạo thơm thường,Bạc Liêu,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,18500.0
OM 4218,Bạc Liêu,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,6400.0
Gạo 15% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,9790.0
Gạo 25% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,9430.0
Gạo 5% tấm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,10150.0
Gạo thơm,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,19500.0
Gạo thường (IR 50404),Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,15500.0
IR 50404,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,5950.0
OM 6976,Đồng Tháp,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,6650.0
Đài thơm 8,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,6400.0
IR 50404,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,5600.0
Jasmine,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,5800.0
Nhật,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,7800.0
OM 18,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,6500.0
RVT,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,7800.0
ST 24,Kiên Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-04,8500.0
Đài thơm 8,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6700.0
Gạo thường,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,16000.0
IR 50404,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,5400.0
Jasmine,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,17000.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,5700.0
Nàng Nhen,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,28000.0
Nếp AG (IR 4625),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,7700.0
Nhật,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,22000.0
OM 18,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6650.0
Sóc Thái,An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,20000.0
Gạo nhóm lúa chất lượng cao (OM18),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,17000.0
Gạo nhóm lúa chất lượng trung bình (OM 576),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,14500.0
Gạo nhóm lúa thơm đặc sản (ST24),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,23500.0
Gạo nhóm lúa thơm đặc sản (ST25),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,26000.0
Lúa chất lượng cao (OM18),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6500.0
Lúa chất lượng trung bình (OM576),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6300.0
Lúa thơm đặc sản (ST24),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,8700.0
Lúa thơm đặc sản (ST25),Cà Mau,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,9400.0
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,16000.0
IR 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,7200.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,6200.0
ST25,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-03,9000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7125.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,16500.0
IR 50404,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6025.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7075.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6525.0
RVT,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,9225.0
ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,9650.0
108,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,15300.0
Gạo XK 5% tấm,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,15000.0
IR 50404,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6250.0
Jacmine (Vàng),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7400.0
Lức đỏ (Huyết Rồng Thái),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,21300.0
Nếp Sáp (Huyện Chợ Gạo- TG),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,19500.0
NL L1,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,17500.0
NL L2 (lức),Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,9500.0
OM 18,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7000.0
OM 380,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6800.0
Ôtin,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,15500.0
SaRi hạt nhỏ,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,15700.0
T 164,Tiền Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,15500.0
15% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,12000.0
25% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,10000.0
5% tấm,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,13000.0
Hạt dài,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7116.67
IR 50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6200.0
IR50404,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,7500.0
OM 4900,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6700.0
OM 5451,Trà Vinh,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-02,6400.0
Đài Thơm 8,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-01,10366.67
IR 50404,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-01,6750.0
OM 5451,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-01,7600.0
ST24,Hậu Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-04-01,10650.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,5700.0
CLC 4900,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,16000.0
IR 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,7200.0
Jasmine,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,11266.67
OM 18,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,6900.0
OM 5451,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,6200.0
ST25,Cần Thơ,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,9000.0
Đài Thơm 8,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,7125.0
Gạo thường,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,16500.0
IR 50404,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,6025.0
OM 18,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,7075.0
OM 5451,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,6525.0
RVT,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,9225.0
ST24,Sóc Trăng,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-31,9650.0
Lúa IR 50404 (lúa tươi),An Giang,Thương lái thu mua,VNĐ/Kg,VNĐ,CTV địa phương,2025-03-28,5700.0
